severity,query,num_urls,total_impressions,total_clicks,avg_position,intended_url,actual_winner,is_misaligned,intended_imp,winner_imp,urls
LOW,deep fryer repair,2,16,0,54.3,/commercial/fryer-repair/,/services/commercial-fryer-machine-repair-los-angeles/,True,7,9,/services/commercial-fryer-machine-repair-los-angeles/::imp=9::pos=47.3::clk=0|/commercial/fryer-repair/::imp=7::pos=63.3::clk=0
LOW,dishwasher repair pasadena,1,16,0,46.7,/pasadena/dishwasher-repair/,/pasadena/,True,0,16,/pasadena/::imp=16::pos=46.7::clk=0
LOW,home appliance repair burbank,1,16,0,50.0,/burbank/,/burbank/,False,16,16,/burbank/::imp=16::pos=50.0::clk=0
LOW,kitchen appliance repair service,2,16,0,15.15,/,/rancho-cucamonga/,True,0,8,/rancho-cucamonga/::imp=8::pos=15.8::clk=0|/riverside/::imp=8::pos=14.5::clk=0
LOW,local appliance repair burbank,1,16,0,43.0,/burbank/,/burbank/,False,16,16,/burbank/::imp=16::pos=43.0::clk=0
LOW,local appliance repair pasadena,1,16,0,33.2,/pasadena/,/pasadena/,False,16,16,/pasadena/::imp=16::pos=33.2::clk=0
LOW,san marino appliance repair,1,16,0,22.4,/san-marino/,/san-marino/,False,16,16,/san-marino/::imp=16::pos=22.4::clk=0
LOW,small appliance repair pasadena,1,16,0,60.2,/pasadena/,/pasadena/,False,16,16,/pasadena/::imp=16::pos=60.2::clk=0
LOW,thousand oaks dryer repair,1,16,0,34.6,/thousand-oaks/dryer-repair/,/thousand-oaks/,True,0,16,/thousand-oaks/::imp=16::pos=34.6::clk=0
LOW,trash compactor repair service in salt lake city,1,16,0,68.5,/services/trash-compactor-repair/,/services/trash-compactor-repair/,False,16,16,/services/trash-compactor-repair/::imp=16::pos=68.5::clk=0
LOW,us cellar systems repair los angeles,2,16,0,18.36,/los-angeles/,/services/wine-cellar-repair-los-angeles/,True,0,10,/services/wine-cellar-repair-los-angeles/::imp=10::pos=20.5::clk=0|/price-list/wine-cellar-repair-cost/::imp=6::pos=14.8::clk=0
LOW,ventura appliance repair,1,16,0,54.9,/ventura/,/ventura/,False,16,16,/ventura/::imp=16::pos=54.9::clk=0
LOW,wine cooler repair temecula,2,16,0,13.07,/temecula/wine-cooler-repair/,/services/wine-cooler-repair/,True,0,11,/services/wine-cooler-repair/::imp=11::pos=15.1::clk=0|/temecula/::imp=5::pos=8.6::clk=0
LOW,wine coolers repair,2,16,0,16.81,/,/services/wine-cooler-repair-los-angeles/,True,0,9,/services/wine-cooler-repair-los-angeles/::imp=9::pos=16.9::clk=0|/west-hollywood/::imp=7::pos=16.7::clk=0
LOW,woodland hills fridge repair,1,16,0,62.4,/woodland-hills/refrigerator-repair/,/woodland-hills/,True,0,16,/woodland-hills/::imp=16::pos=62.4::clk=0
LOW,woodland hills kitchen appliance repair,1,16,0,46.5,/woodland-hills/,/woodland-hills/,False,16,16,/woodland-hills/::imp=16::pos=46.5::clk=0
LOW,woodland hills washing machine repair,1,16,0,51.9,/woodland-hills/washer-repair/,/woodland-hills/,True,0,16,/woodland-hills/::imp=16::pos=51.9::clk=0
LOW,woodland hills whirlpool repair,1,16,0,53.1,/brands/whirlpool/,/woodland-hills/,True,0,16,/woodland-hills/::imp=16::pos=53.1::clk=0
LOW,appliance repair arcadia ca,1,15,0,39.2,/arcadia/,/arcadia/,False,15,15,/arcadia/::imp=15::pos=39.2::clk=0
LOW,appliance repair camarillo ca,1,15,0,41.0,/camarillo/,/camarillo/,False,15,15,/camarillo/::imp=15::pos=41.0::clk=0
LOW,appliance repair fontana ca,1,15,0,39.0,/fontana/,/fontana/,False,15,15,/fontana/::imp=15::pos=39.0::clk=0
LOW,appliance repair hollywood,1,15,0,27.3,/hollywood/,/hollywood/,False,15,15,/hollywood/::imp=15::pos=27.3::clk=0
LOW,appliance repair manhattan beach ca,1,15,0,5.0,/manhattan-beach/,/los-angeles/,True,0,15,/los-angeles/::imp=15::pos=5.0::clk=0
LOW,appliance repair monterey ca,1,15,0,42.3,/,/monterey-park/,True,0,15,/monterey-park/::imp=15::pos=42.3::clk=0
LOW,appliance repairs pasadena,1,15,0,43.6,/pasadena/,/pasadena/,False,15,15,/pasadena/::imp=15::pos=43.6::clk=0
LOW,appliance repairs temple city,1,15,0,39.3,/temple-city/,/temple-city/,False,15,15,/temple-city/::imp=15::pos=39.3::clk=0
LOW,burbank refrigerator repair,1,15,0,56.5,/burbank/refrigerator-repair/,/burbank/,True,0,15,/burbank/::imp=15::pos=56.5::clk=0
LOW,calabasas appliance repair,1,15,0,77.7,/calabasas/,/calabasas/,False,15,15,/calabasas/::imp=15::pos=77.7::clk=0
LOW,calabasas dryer repair,1,15,0,59.7,/calabasas/dryer-repair/,/calabasas/,True,0,15,/calabasas/::imp=15::pos=59.7::clk=0
LOW,calabasas refrigerator repair,1,15,0,82.7,/calabasas/refrigerator-repair/,/calabasas/,True,0,15,/calabasas/::imp=15::pos=82.7::clk=0
LOW,commercial refrigeration repair los angeles,2,15,0,54.4,/los-angeles/,/commercial/refrigeration/,True,0,10,/commercial/refrigeration/::imp=10::pos=58.5::clk=0|/services/commercial-refrigerator-repair-los-angeles/::imp=5::pos=46.2::clk=0
LOW,dishwasher leak repair cost,1,15,0,55.2,/price-list/dishwasher-repair-cost/,/price-list/dishwasher-repair-cost/,False,15,15,/price-list/dishwasher-repair-cost/::imp=15::pos=55.2::clk=0
LOW,dishwasher repair monterey,1,15,0,41.7,/services/dishwasher-repair/,/monterey-park/,True,0,15,/monterey-park/::imp=15::pos=41.7::clk=0
LOW,fireplace maintenance los angeles,1,15,0,23.2,/outdoor/fireplace-repair/,/services/fireplace-repair-los-angeles/,True,0,15,/services/fireplace-repair-los-angeles/::imp=15::pos=23.2::clk=0
LOW,freezer repair services,2,15,0,46.2,/services/refrigerator-repair/,/areas/los-angeles-and-surrounding-areas/,True,0,9,/areas/los-angeles-and-surrounding-areas/::imp=9::pos=50.2::clk=0|/los-angeles/::imp=6::pos=40.2::clk=0
LOW,heater repair los angeles,1,15,0,50.6,/los-angeles/,/services/wall-heater-repair-los-angeles/,True,0,15,/services/wall-heater-repair-los-angeles/::imp=15::pos=50.6::clk=0
LOW,lg dryer repair,1,15,0,70.4,/brands/lg-dryer-repair-dryer-repair/,/brands/lg/,True,0,15,/brands/lg/::imp=15::pos=70.4::clk=0
LOW,lg dryer repair service,1,15,0,73.7,/brands/lg-dryer-repair-dryer-repair/,/brands/lg/,True,0,15,/brands/lg/::imp=15::pos=73.7::clk=0
LOW,lg oven repair,1,15,0,60.1,/brands/lg-oven-repair-oven-repair/,/brands/lg/,True,0,15,/brands/lg/::imp=15::pos=60.1::clk=0
LOW,lg washing machine repair,1,15,0,74.7,/brands/lg-washer-repair/,/brands/lg/,True,0,15,/brands/lg/::imp=15::pos=74.7::clk=0
LOW,oven repair pasadena,1,15,0,37.7,/pasadena/oven-repair/,/pasadena/,True,0,15,/pasadena/::imp=15::pos=37.7::clk=0
LOW,refrigerator repair burbank,1,15,0,61.1,/burbank/refrigerator-repair/,/burbank/,True,0,15,/burbank/::imp=15::pos=61.1::clk=0
LOW,refrigerator repair in woodland hills,1,15,0,77.7,/woodland-hills/refrigerator-repair/,/woodland-hills/,True,0,15,/woodland-hills/::imp=15::pos=77.7::clk=0
LOW,repair bbq,1,15,0,61.6,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,15,/services/bbq-grill-repair-los-angeles/::imp=15::pos=61.6::clk=0
LOW,same day appliance repair woodland hills,1,15,0,30.6,/woodland-hills/,/woodland-hills/,False,15,15,/woodland-hills/::imp=15::pos=30.6::clk=0
LOW,slush machine repair,2,15,0,18.86,/,/services/commercial-slushie-machine-repair-los-angeles/,True,0,9,/services/commercial-slushie-machine-repair-los-angeles/::imp=9::pos=18.3::clk=0|/price-list/commercial-slushie-machine-repair-cost/::imp=6::pos=19.7::clk=0
LOW,sub-zero refrigerator repair brentwood,1,15,0,27.9,/brentwood/refrigerator-repair/,/brentwood/,True,0,15,/brentwood/::imp=15::pos=27.9::clk=0
LOW,woodland hills appliances repair,1,15,0,70.9,/woodland-hills/,/woodland-hills/,False,15,15,/woodland-hills/::imp=15::pos=70.9::clk=0
LOW,woodland hills freezer repair,1,15,0,77.5,/woodland-hills/refrigerator-repair/,/woodland-hills/,True,0,15,/woodland-hills/::imp=15::pos=77.5::clk=0
LOW,woodland hills kitchenaid repair,1,15,0,72.1,/brands/kitchenaid/,/woodland-hills/,True,0,15,/woodland-hills/::imp=15::pos=72.1::clk=0
LOW,woodland hills refrigerator repair,1,15,0,75.3,/woodland-hills/refrigerator-repair/,/woodland-hills/,True,0,15,/woodland-hills/::imp=15::pos=75.3::clk=0
LOW,24/7 industrial refrigeration service california,2,14,0,64.4,/,/commercial/refrigeration/,True,0,8,/commercial/refrigeration/::imp=8::pos=60.8::clk=0|/services/outdoor-refrigerator-repair/::imp=6::pos=69.2::clk=0
LOW,appliance installation,1,14,0,1.0,/,/thousand-oaks/,True,0,14,/thousand-oaks/::imp=14::pos=1.0::clk=0
LOW,appliance repair corona ca,1,14,0,46.4,/corona/,/corona/,False,14,14,/corona/::imp=14::pos=46.4::clk=0
LOW,appliance repair huntington beach ca,1,14,0,57.0,/huntington-beach/,/huntington-beach/,False,14,14,/huntington-beach/::imp=14::pos=57.0::clk=0
LOW,appliance repair inland empire,1,14,0,74.6,/,/riverside-county/,True,0,14,/riverside-county/::imp=14::pos=74.6::clk=0
LOW,appliance repair long beach ca,1,14,0,66.9,/long-beach/,/long-beach/,False,14,14,/long-beach/::imp=14::pos=66.9::clk=0
LOW,appliance repair redlands ca,1,14,0,40.4,/redlands/,/redlands/,False,14,14,/redlands/::imp=14::pos=40.4::clk=0
LOW,appliance repair redondo beach,1,14,0,42.4,/redondo-beach/,/redondo-beach/,False,14,14,/redondo-beach/::imp=14::pos=42.4::clk=0
LOW,appliance repair redondo beach ca,1,14,0,43.7,/redondo-beach/,/redondo-beach/,False,14,14,/redondo-beach/::imp=14::pos=43.7::clk=0
LOW,appliance repair san clemente ca,1,14,0,45.0,/san-clemente/,/san-clemente/,False,14,14,/san-clemente/::imp=14::pos=45.0::clk=0
LOW,appliance repair west hills ca,1,14,0,62.4,/,/west-hollywood/,True,0,14,/west-hollywood/::imp=14::pos=62.4::clk=0
LOW,appliance repairs arcadia,1,14,0,42.6,/arcadia/,/arcadia/,False,14,14,/arcadia/::imp=14::pos=42.6::clk=0
LOW,appliance repairs la cañada flintridge,1,14,0,40.8,/los-angeles/,/la-canada-flintridge/,True,0,14,/la-canada-flintridge/::imp=14::pos=40.8::clk=0
LOW,barbeque grill repair,1,14,0,59.8,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,14,/services/bbq-grill-repair-los-angeles/::imp=14::pos=59.8::clk=0
LOW,bbq repair near me,1,14,0,9.5,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,14,/services/bbq-grill-repair-los-angeles/::imp=14::pos=9.5::clk=0
LOW,bosch appliance repair laguna niguel,1,14,0,38.1,/brands/bosch/,/laguna-niguel/,True,0,14,/laguna-niguel/::imp=14::pos=38.1::clk=0
LOW,commercial freezer repair los angeles,2,14,0,35.91,/commercial/refrigerator-repair/,/services/commercial-freezer-repair-los-angeles/,True,0,9,/services/commercial-freezer-repair-los-angeles/::imp=9::pos=20.2::clk=0|/commercial/refrigeration/::imp=5::pos=64.2::clk=0
LOW,commercial ice machine repair cost,1,14,0,15.6,/commercial/ice-machine-repair/,/price-list/commercial-ice-machine-repair-cost/,True,0,14,/price-list/commercial-ice-machine-repair-cost/::imp=14::pos=15.6::clk=0
LOW,dishwasher repair near me same day,2,14,0,9.35,/services/dishwasher-repair/,/los-angeles/,True,0,7,/los-angeles/::imp=7::pos=11.4::clk=0|/west-hollywood/::imp=7::pos=7.3::clk=0
LOW,dryer repair in woodland hills,1,14,0,75.8,/woodland-hills/dryer-repair/,/woodland-hills/,True,0,14,/woodland-hills/::imp=14::pos=75.8::clk=0
LOW,dryer repair los angeles,1,14,0,36.2,/los-angeles/dryer-repair/,/services/dryer-repair-los-angeles/,True,0,14,/services/dryer-repair-los-angeles/::imp=14::pos=36.2::clk=0
LOW,fisher & paykel oven repair,1,14,0,32.1,/services/oven-repair/,/brands/fisher-paykel-oven-repair/,True,0,14,/brands/fisher-paykel-oven-repair/::imp=14::pos=32.1::clk=0
LOW,gas grill repair in southern california,2,14,0,31.84,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,8,/services/bbq-grill-repair-los-angeles/::imp=8::pos=38.1::clk=0|/services/bbq-grill-repair/::imp=6::pos=23.5::clk=0
LOW,induction cooktop repair,2,14,0,36.76,/services/cooktop-repair/,/services/induction-cooktop-repair/,True,0,9,/services/induction-cooktop-repair/::imp=9::pos=34.4::clk=0|/services/induction-cooktop-repair-los-angeles/::imp=5::pos=41.0::clk=0
LOW,kitchen appliance repair burbank,1,14,0,48.2,/burbank/,/burbank/,False,14,14,/burbank/::imp=14::pos=48.2::clk=0
LOW,maytag repair laguna niguel,1,14,0,41.7,/brands/maytag/,/laguna-niguel/,True,0,14,/laguna-niguel/::imp=14::pos=41.7::clk=0
LOW,roper repair,1,14,0,24.1,/,/brand-roper-appliance-repair/,True,0,14,/brand-roper-appliance-repair/::imp=14::pos=24.1::clk=0
LOW,san gabriel valley appliance repairs,1,14,0,43.6,/san-gabriel/,/san-gabriel/,False,14,14,/san-gabriel/::imp=14::pos=43.6::clk=0
LOW,stove repair burbank,1,14,0,46.5,/burbank/oven-repair/,/burbank/,True,0,14,/burbank/::imp=14::pos=46.5::clk=0
LOW,washer repair highland park,1,14,0,49.2,/highland-park/washer-repair/,/highland-park/,True,0,14,/highland-park/::imp=14::pos=49.2::clk=0
LOW,washer repair in woodland hills,1,14,0,77.9,/woodland-hills/washer-repair/,/woodland-hills/,True,0,14,/woodland-hills/::imp=14::pos=77.9::clk=0
LOW,west hills dryer repair,1,14,0,67.4,/services/dryer-repair/,/west-hollywood/,True,0,14,/west-hollywood/::imp=14::pos=67.4::clk=0
LOW,wine cooler repair near me,1,14,0,74.0,/services/wine-cooler-repair/,/temecula/,True,0,14,/temecula/::imp=14::pos=74.0::clk=0
LOW,air conditioning repair toluca lake,1,13,0,45.0,/toluca-lake/,/toluca-lake/,False,13,13,/toluca-lake/::imp=13::pos=45.0::clk=0
LOW,appliance repair glendale,1,13,0,50.8,/glendale/,/glendale/,False,13,13,/glendale/::imp=13::pos=50.8::clk=0
LOW,appliance repair in burbank,1,13,0,57.7,/burbank/,/burbank/,False,13,13,/burbank/::imp=13::pos=57.7::clk=0
LOW,appliance repair manhattan beach,1,13,0,46.9,/manhattan-beach/,/manhattan-beach/,False,13,13,/manhattan-beach/::imp=13::pos=46.9::clk=0
LOW,appliance repair newport beach ca,1,13,0,50.3,/newport-beach/,/newport-beach/,False,13,13,/newport-beach/::imp=13::pos=50.3::clk=0
LOW,appliance repair santa monica,1,13,0,43.4,/santa-monica/,/santa-monica/,False,13,13,/santa-monica/::imp=13::pos=43.4::clk=0
LOW,appliance repair santa paula ca,1,13,0,4.1,/,/thousand-oaks/,True,0,13,/thousand-oaks/::imp=13::pos=4.1::clk=0
LOW,barbecue repair,1,13,0,29.8,/,/services/bbq-grill-repair-los-angeles/,True,0,13,/services/bbq-grill-repair-los-angeles/::imp=13::pos=29.8::clk=0
LOW,cooktop repair burbank,1,13,0,60.1,/burbank/cooktop-repair/,/burbank/,True,0,13,/burbank/::imp=13::pos=60.1::clk=0
LOW,fridge repair pasadena,1,13,0,41.1,/pasadena/refrigerator-repair/,/pasadena/,True,0,13,/pasadena/::imp=13::pos=41.1::clk=0
LOW,ge repair costa mesa,1,13,0,40.3,/brands/ge/,/costa-mesa/,True,0,13,/costa-mesa/::imp=13::pos=40.3::clk=0
LOW,kitchen appliance repair pasadena,1,13,0,36.4,/pasadena/,/pasadena/,False,13,13,/pasadena/::imp=13::pos=36.4::clk=0
LOW,lg fridge repair,1,13,0,59.7,/brands/lg-refrigerator-repair/,/brands/lg/,True,0,13,/brands/lg/::imp=13::pos=59.7::clk=0
LOW,oven repair cost,2,13,0,62.95,/price-list/oven-repair-cost/,/price-list/oven-repair-cost/,False,7,7,/price-list/oven-repair-cost/::imp=7::pos=50.9::clk=0|/price-list/wall-oven-repair-cost/::imp=6::pos=77.0::clk=0
LOW,oven repair highland park,1,13,0,33.2,/highland-park/oven-repair/,/highland-park/,True,0,13,/highland-park/::imp=13::pos=33.2::clk=0
LOW,refrigerator repair beverly hills,2,13,0,26.72,/beverly-hills/refrigerator-repair/,/beverly-hills/,True,0,8,/beverly-hills/::imp=8::pos=42.8::clk=0|/west-hollywood/::imp=5::pos=1.0::clk=0
LOW,refrigerator repair burbank ca,1,13,0,51.8,/burbank/refrigerator-repair/,/burbank/,True,0,13,/burbank/::imp=13::pos=51.8::clk=0
LOW,ventura dryer fire repair,1,13,0,33.2,/ventura/dryer-repair/,/services/dryer-vent-repair/,True,0,13,/services/dryer-vent-repair/::imp=13::pos=33.2::clk=0
LOW,west hills washer repair,1,13,0,64.4,/services/washer-repair/,/west-hollywood/,True,0,13,/west-hollywood/::imp=13::pos=64.4::clk=0
LOW,whisperkool repair,2,13,0,38.63,/brands/whisperkool/,/services/wine-cellar-cooling-repair/,True,0,8,/services/wine-cellar-cooling-repair/::imp=8::pos=43.9::clk=0|/services/wine-cellar-repair-los-angeles/::imp=5::pos=30.2::clk=0
LOW,woodland hills frigidaire appliance repair,1,13,0,66.5,/brands/frigidaire/,/woodland-hills/,True,0,13,/woodland-hills/::imp=13::pos=66.5::clk=0
LOW,woodland hills lg repair,1,13,0,55.2,/brands/lg/,/woodland-hills/,True,0,13,/woodland-hills/::imp=13::pos=55.2::clk=0
LOW,"""same day appliance repair"" ""90048""",2,12,0,9.0,/,/los-angeles/,True,0,6,/los-angeles/::imp=6::pos=13.2::clk=0|/west-hollywood/::imp=6::pos=4.8::clk=0
LOW,ac maintenance cost,1,12,0,91.2,/,/price-list/air-conditioner-repair-cost/,True,0,12,/price-list/air-conditioner-repair-cost/::imp=12::pos=91.2::clk=0
LOW,ac repair man lake elsinore,1,12,0,72.8,/lake-elsinore/,/lake-elsinore/,False,12,12,/lake-elsinore/::imp=12::pos=72.8::clk=0
LOW,appliance installation burbank,1,12,0,56.2,/burbank/,/burbank/,False,12,12,/burbank/::imp=12::pos=56.2::clk=0
LOW,appliance installation ventura ca,2,12,0,61.91,/ventura/,/ventura/,False,7,7,/ventura/::imp=7::pos=63.7::clk=0|/ventura-county/::imp=5::pos=59.4::clk=0
LOW,appliance repair estimate,1,12,0,86.1,/,/price-list/,True,0,12,/price-list/::imp=12::pos=86.1::clk=0
LOW,appliance repair in thousand oaks,1,12,0,4.4,/thousand-oaks/,/thousand-oaks/,False,12,12,/thousand-oaks/::imp=12::pos=4.4::clk=0
LOW,appliance repair orange county,1,12,0,68.2,/,/orange-county/,True,0,12,/orange-county/::imp=12::pos=68.2::clk=0
LOW,appliance repair oxnard ca,1,12,0,44.2,/oxnard/,/oxnard/,False,12,12,/oxnard/::imp=12::pos=44.2::clk=0
LOW,appliance repair rancho cucamonga ca,1,12,0,42.2,/rancho-cucamonga/,/rancho-cucamonga/,False,12,12,/rancho-cucamonga/::imp=12::pos=42.2::clk=0
LOW,appliance repair torrance,1,12,0,59.7,/torrance/,/torrance/,False,12,12,/torrance/::imp=12::pos=59.7::clk=0
LOW,appliance repair torrance ca,1,12,0,58.0,/torrance/,/torrance/,False,12,12,/torrance/::imp=12::pos=58.0::clk=0
LOW,appliance repair woodland hills,1,12,0,69.1,/woodland-hills/,/woodland-hills/,False,12,12,/woodland-hills/::imp=12::pos=69.1::clk=0
LOW,blaze refrigerator repair,1,12,0,42.1,/services/refrigerator-repair/,/outdoor/,True,0,12,/outdoor/::imp=12::pos=42.1::clk=0
LOW,capital grill repair,1,12,0,21.8,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,12,/services/bbq-grill-repair-los-angeles/::imp=12::pos=21.8::clk=0
LOW,commercial dishwasher repair,1,12,0,35.1,/commercial/dishwasher-repair/,/services/commercial-dishwasher-repair-los-angeles/,True,0,12,/services/commercial-dishwasher-repair-los-angeles/::imp=12::pos=35.1::clk=0
LOW,commercial ice maker repair,2,12,0,89.85,/commercial/ice-maker-repair/,/commercial/ice-machines/,True,0,7,/commercial/ice-machines/::imp=7::pos=92.6::clk=0|/services/ice-maker-repair/::imp=5::pos=86.0::clk=0
LOW,cooktop repair near me,1,12,0,11.3,/services/cooktop-repair/,/pasadena/,True,0,12,/pasadena/::imp=12::pos=11.3::clk=0
LOW,dryer motor replacement cost,1,12,0,17.1,/price-list/dryer-repair-cost/,/price-list/dryer-motor-replacement-cost/,True,0,12,/price-list/dryer-motor-replacement-cost/::imp=12::pos=17.1::clk=0
LOW,dryer repair cost,1,12,0,52.2,/price-list/dryer-repair-cost/,/price-list/dryer-repair-cost/,False,12,12,/price-list/dryer-repair-cost/::imp=12::pos=52.2::clk=0
LOW,garbage disposal repair pasadena california,1,12,0,43.9,/pasadena/garbage-disposal-repair/,/services/garbage-disposal-repair/,True,0,12,/services/garbage-disposal-repair/::imp=12::pos=43.9::clk=0
LOW,garbage disposal repair price,1,12,0,77.2,/price-list/garbage-disposal-repair-cost/,/price-list/garbage-disposal-repair-cost/,False,12,12,/price-list/garbage-disposal-repair-cost/::imp=12::pos=77.2::clk=0
LOW,ice machine cleaning service cost,1,12,0,27.0,/commercial/ice-machine-repair/,/price-list/commercial-ice-machine-repair-cost/,True,0,12,/price-list/commercial-ice-machine-repair-cost/::imp=12::pos=27.0::clk=0
LOW,ice maker repair monterey,1,12,0,30.2,/services/ice-maker-repair/,/monterey-park/,True,0,12,/monterey-park/::imp=12::pos=30.2::clk=0
LOW,pizza oven repair near me,1,12,0,29.9,/outdoor/pizza-oven-repair/,/commercial/pizza-oven-repair/,True,0,12,/commercial/pizza-oven-repair/::imp=12::pos=29.9::clk=0
LOW,range hood repair los angeles,2,12,0,39.92,/los-angeles/range-hood-repair/,/services/range-hood-repair-los-angeles/,True,0,7,/services/range-hood-repair-los-angeles/::imp=7::pos=36.0::clk=0|/services/range-hood-repair/::imp=5::pos=45.4::clk=0
LOW,refrigerator repair long beach,1,12,0,65.4,/long-beach/refrigerator-repair/,/long-beach/,True,0,12,/long-beach/::imp=12::pos=65.4::clk=0
LOW,refrigerator repair monterey ca,1,12,0,40.5,/services/refrigerator-repair/,/monterey-park/,True,0,12,/monterey-park/::imp=12::pos=40.5::clk=0
LOW,residential refrigerator repair monterey ca,1,12,0,40.6,/services/refrigerator-repair/,/monterey-park/,True,0,12,/monterey-park/::imp=12::pos=40.6::clk=0
LOW,rotisserie service,1,12,0,52.0,/,/brands/bki-rotisserie-repair/,True,0,12,/brands/bki-rotisserie-repair/::imp=12::pos=52.0::clk=0
LOW,same day refrigerator repair los angeles,2,12,0,13.4,/los-angeles/refrigerator-repair/,/los-angeles/,True,0,6,/los-angeles/::imp=6::pos=10.8::clk=0|/west-hollywood/::imp=6::pos=16.0::clk=0
LOW,walk in cooler floor repair,1,12,0,68.5,/commercial/walk-in-cooler-repair/,/commercial/refrigeration/walk-in-freezer-repair/,True,0,12,/commercial/refrigeration/walk-in-freezer-repair/::imp=12::pos=68.5::clk=0
LOW,wall heater repair los angeles,1,12,0,17.0,/los-angeles/,/services/wall-heater-repair-los-angeles/,True,0,12,/services/wall-heater-repair-los-angeles/::imp=12::pos=17.0::clk=0
LOW,water heater repair in west hollywood ca,1,12,0,67.1,/hollywood/,/west-hollywood/,True,0,12,/west-hollywood/::imp=12::pos=67.1::clk=0
LOW,water heater repair monterey park,1,12,0,23.7,/monterey-park/,/monterey-park/,False,12,12,/monterey-park/::imp=12::pos=23.7::clk=0
LOW,ac tune up cost,1,11,0,91.5,/,/price-list/air-conditioner-repair-cost/,True,0,11,/price-list/air-conditioner-repair-cost/::imp=11::pos=91.5::clk=0
LOW,air conditioning repair pacific palisades,1,11,0,74.8,/pacific-palisades/,/pacific-palisades/,False,11,11,/pacific-palisades/::imp=11::pos=74.8::clk=0
LOW,air conditioning service pacific palisades,1,11,0,76.1,/,/pacific-palisades/,True,0,11,/pacific-palisades/::imp=11::pos=76.1::clk=0
LOW,appliance repair encino,1,11,0,75.3,/encino/,/encino/,False,11,11,/encino/::imp=11::pos=75.3::clk=0
LOW,appliance repair mission hills,1,11,0,63.3,/,/mission-viejo/,True,0,11,/mission-viejo/::imp=11::pos=63.3::clk=0
LOW,appliance repair ontario ca,1,11,0,36.0,/ontario/,/ontario/,False,11,11,/ontario/::imp=11::pos=36.0::clk=0
LOW,appliance repair yorba linda ca,1,11,0,52.6,/yorba-linda/,/yorba-linda/,False,11,11,/yorba-linda/::imp=11::pos=52.6::clk=0
LOW,bbq repair,1,11,0,26.4,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,11,/services/bbq-grill-repair-los-angeles/::imp=11::pos=26.4::clk=0
LOW,burbank appliance repair specialists,1,11,0,54.5,/burbank/,/burbank/,False,11,11,/burbank/::imp=11::pos=54.5::clk=0
LOW,commercial fridge repair,1,11,0,27.2,/commercial/refrigerator-repair/,/services/commercial-refrigerator-repair-los-angeles/,True,0,11,/services/commercial-refrigerator-repair-los-angeles/::imp=11::pos=27.2::clk=0
LOW,commercial wine cooler repair,1,11,0,15.2,/commercial/wine-cooler-repair/,/services/wine-cooler-repair/,True,0,11,/services/wine-cooler-repair/::imp=11::pos=15.2::clk=0
LOW,dryer repair near me same day,2,11,0,12.35,/services/dryer-repair/,/west-hollywood/,True,0,6,/west-hollywood/::imp=6::pos=12.3::clk=0|/los-angeles/::imp=5::pos=12.4::clk=0
LOW,dryer repair thousand oaks,1,11,0,12.4,/thousand-oaks/dryer-repair/,/thousand-oaks/,True,0,11,/thousand-oaks/::imp=11::pos=12.4::clk=0
LOW,electrolux washer repair,1,11,0,91.7,/brands/electrolux-washer-repair-washer-repair/,/brands/electrolux-washer-repair/,True,0,11,/brands/electrolux-washer-repair/::imp=11::pos=91.7::clk=0
LOW,fireplace repair near me,1,11,0,11.4,/outdoor/fireplace-repair/,/services/fireplace-repair-los-angeles/,True,0,11,/services/fireplace-repair-los-angeles/::imp=11::pos=11.4::clk=0
LOW,fix my bbq,1,11,0,26.2,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,11,/services/bbq-grill-repair-los-angeles/::imp=11::pos=26.2::clk=0
LOW,garbage disposal repair santa monica ca,1,11,0,54.3,/santa-monica/garbage-disposal-repair/,/services/garbage-disposal-repair/,True,0,11,/services/garbage-disposal-repair/::imp=11::pos=54.3::clk=0
LOW,grill repair,1,11,0,17.5,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,11,/services/bbq-grill-repair-los-angeles/::imp=11::pos=17.5::clk=0
LOW,lg dryer repair cost,1,11,0,12.5,/price-list/dryer-repair-cost/,/price-list/lg-dryer-repair-cost/,True,0,11,/price-list/lg-dryer-repair-cost/::imp=11::pos=12.5::clk=0
LOW,lg repair service,1,11,0,28.7,/brands/lg/,/brands/lg/,False,11,11,/brands/lg/::imp=11::pos=28.7::clk=0
LOW,monterey appliance repair,1,11,0,44.5,/,/monterey-park/,True,0,11,/monterey-park/::imp=11::pos=44.5::clk=0
LOW,oven repair monterey,1,11,0,44.5,/services/oven-repair/,/monterey-park/,True,0,11,/monterey-park/::imp=11::pos=44.5::clk=0
LOW,patio heater installation los angeles,1,11,0,11.7,/outdoor/patio-heater-repair/,/price-list/patio-heater-repair-cost/,True,0,11,/price-list/patio-heater-repair-cost/::imp=11::pos=11.7::clk=0
